Target_MHz,Iteration,Status,Error_Type
148.0,2,23,Success,None
148.0,2,24,Success,None
148.0,2,25,Success,None
148.0,2,26,Success,None
148.0,2,27,Success,None
148.0,2,28,Success,None
148.0,2,29,Success,None
148.0,2,30,Success,None
148.0,2,31,Success,None
148.0,2,32,Success,None
148.0,2,33,Success,None
148.0,2,34,Success,None
148.0,2,35,Success,None
148.0,2,36,Success,None
148.0,2,37,Success,None
148.0,2,38,Success,None
148.0,2,39,Success,None
148.0,2,40,Success,None
148.0,2,41,Success,None
148.0,2,42,Success,None
148.0,2,43,Success,None
148.0,2,44,Success,None
148.0,2,45,Success,None
148.0,2,46,Success,None
148.0,2,47,Success,None
148.0,2,48,Success,None
148.0,2,49,Success,None
149.0,2,0,Success,None
149.0,2,1,Success,None
149.0,2,2,Success,None
149.0,2,3,Success,None
149.0,2,4,Success,None
149.0,2,5,Success,None
149.0,2,6,Success,None
149.0,2,7,Success,None
149.0,2,8,Success,None
149.0,2,9,Success,None
149.0,2,10,Success,None
149.0,2,11,Success,None
149.0,2,12,Success,None
149.0,2,13,Success,None
149.0,2,14,Success,None
149.0,2,15,Success,None
149.0,2,16,Success,None
149.0,2,17,Success,None
149.0,2,18,Success,None
149.0,2,19,Success,None
149.0,2,20,Success,None
149.0,2,21,Success,None
149.0,2,22,Success,None
149.0,2,23,Success,None
149.0,2,24,Success,None
149.0,2,25,Success,None
149.0,2,26,Success,None
149.0,2,27,Success,None
149.0,2,28,Success,None
149.0,2,29,Success,None
149.0,2,30,Success,None
149.0,2,31,Success,None
149.0,2,32,Success,None
149.0,2,33,Success,None
149.0,2,34,Success,None
149.0,2,35,Success,None
149.0,2,36,Success,None
149.0,2,37,Success,None
149.0,2,38,Success,None
149.0,2,39,Success,None
149.0,2,40,Success,None
149.0,2,41,Success,None
149.0,2,42,Success,None
149.0,2,43,Success,None
149.0,2,44,Success,None
149.0,2,45,Success,None
149.0,2,46,Success,None
149.0,2,47,Success,None
149.0,2,48,Success,None
149.0,2,49,Success,None
150.0,2,0,Success,None
150.0,2,1,Success,None
150.0,2,2,Success,None
150.0,2,3,Success,None
150.0,2,4,Success,None
150.0,2,5,Success,None
150.0,2,6,Success,None
150.0,2,7,Success,None
150.0,2,8,Success,None
150.0,2,9,Success,None
150.0,2,10,Success,None
150.0,2,11,Success,None
150.0,2,12,Success,None
150.0,2,13,Success,None
150.0,2,14,Success,None
150.0,2,15,Success,None
150.0,2,16,Success,None
150.0,2,17,Success,None
150.0,2,18,Success,None
150.0,2,19,Success,None
150.0,2,20,Success,None
150.0,2,21,Success,None
150.0,2,22,Success,None
150.0,2,23,Success,None
150.0,2,24,Success,None
150.0,2,25,Success,None
150.0,2,26,Success,None
150.0,2,27,Success,None
150.0,2,28,Success,None
150.0,2,29,Success,None
150.0,2,30,Success,None
150.0,2,31,Success,None
150.0,2,32,Success,None
150.0,2,33,Success,None
150.0,2,34,Success,None
150.0,2,35,Success,None
150.0,2,36,Success,None
150.0,2,37,Success,None
150.0,2,38,Success,None
150.0,2,39,Success,None
150.0,2,40,Success,None
150.0,2,41,Success,None
150.0,2,42,Success,None
150.0,2,43,Success,None
150.0,2,44,Success,None
150.0,2,45,Success,None
150.0,2,46,Success,None
150.0,2,47,Success,None
150.0,2,48,Success,None
150.0,2,49,Success,None
96.0,1,0,Success,None
96.0,1,1,Success,None
96.0,1,2,Success,None
96.0,1,3,Success,None
96.0,1,4,Success,None
96.0,1,5,Success,None
96.0,1,6,Success,None
96.0,1,7,Success,None
96.0,1,8,Success,None
96.0,1,9,Success,None
96.0,1,10,Success,None
96.0,1,11,Success,None
96.0,1,12,Success,None
96.0,1,13,Success,None
96.0,1,14,Success,None
96.0,1,15,Success,None
96.0,1,16,Success,None
96.0,1,17,Success,None
96.0,1,18,Success,None
96.0,1,19,Success,None
96.0,1,20,Success,None
96.0,1,21,Success,None
96.0,1,22,Success,None
96.0,1,23,Success,None
96.0,1,24,Success,None
96.0,1,25,Success,None
96.0,1,26,Success,None
96.0,1,27,Success,None
96.0,1,28,Success,None
96.0,1,29,Success,None
96.0,1,30,Success,None
96.0,1,31,Success,None
96.0,1,32,Success,None
96.0,1,33,Success,None
96.0,1,34,Success,None
96.0,1,35,Success,None
96.0,1,36,Success,None
96.0,1,37,Success,None
96.0,1,38,Success,None
96.0,1,39,Success,None
96.0,1,40,Success,None
96.0,1,41,Success,None
96.0,1,42,Success,None
96.0,1,43,Success,None
96.0,1,44,Success,None
96.0,1,45,Success,None
96.0,1,46,Success,None
96.0,1,47,Success,None
96.0,1,48,Success,None
96.0,1,49,Success,None
97.0,1,0,Success,None
97.0,1,1,Success,None
97.0,1,2,Success,None
97.0,1,3,Success,None
97.0,1,4,Success,None
97.0,1,5,Success,None
97.0,1,6,Success,None
97.0,1,7,Success,None
97.0,1,8,Success,None
97.0,1,9,Success,None
97.0,1,10,Success,None
97.0,1,11,Success,None
97.0,1,12,Success,None
97.0,1,13,Success,None
97.0,1,14,Success,None
97.0,1,15,Success,None
97.0,1,16,Success,None
97.0,1,17,Success,None
97.0,1,18,Success,None
97.0,1,19,Success,None
97.0,1,20,Success,None
97.0,1,21,Success,None
97.0,1,22,Success,None
97.0,1,23,Success,None
97.0,1,24,Success,None
97.0,1,25,Success,None
97.0,1,26,Success,None
97.0,1,27,Success,None
97.0,1,28,Success,None
97.0,1,29,Success,None
97.0,1,30,Success,None
97.0,1,31,Success,None
97.0,1,32,Success,None
97.0,1,33,Success,None
97.0,1,34,Success,None
97.0,1,35,Success,None
97.0,1,36,Success,None
97.0,1,37,Success,None
97.0,1,38,Success,None
97.0,1,39,Success,None
97.0,1,40,Success,None
97.0,1,41,Success,None
97.0,1,42,Success,None
97.0,1,43,Success,None
97.0,1,44,Success,None
97.0,1,45,Success,None
97.0,1,46,Success,None
97.0,1,47,Success,None
97.0,1,48,Success,None
97.0,1,49,Success,None
98.0,1,0,Success,None
98.0,1,1,Success,None
98.0,1,2,Success,None
98.0,1,3,Success,None
98.0,1,4,Success,None
98.0,1,5,Success,None
98.0,1,6,Success,None
98.0,1,7,Success,None
98.0,1,8,Success,None
98.0,1,9,Success,None
98.0,1,10,Success,None
98.0,1,11,Success,None
98.0,1,12,Success,None
98.0,1,13,Success,None
98.0,1,14,Success,None
98.0,1,15,Success,None
98.0,1,16,Success,None
98.0,1,17,Success,None
98.0,1,18,Success,None
98.0,1,19,Success,None
98.0,1,20,Success,None
98.0,1,21,Success,None
98.0,1,22,Success,None
98.0,1,23,Success,None
98.0,1,24,Success,None
98.0,1,25,Success,None
98.0,1,26,Success,None
98.0,1,27,Success,None
98.0,1,28,Success,None
98.0,1,29,Success,None
98.0,1,30,Success,None
98.0,1,31,Success,None
98.0,1,32,Success,None
98.0,1,33,Success,None
98.0,1,34,Success,None
98.0,1,35,Success,None
98.0,1,36,Success,None
98.0,1,37,Success,None
98.0,1,38,Success,None
98.0,1,39,Success,None
98.0,1,40,Success,None
98.0,1,41,Success,None
98.0,1,42,Success,None
98.0,1,43,Success,None
98.0,1,44,Success,None
98.0,1,45,Success,None
98.0,1,46,Success,None
98.0,1,47,Success,None
98.0,1,48,Success,None
98.0,1,49,Success,None
99.0,1,0,Success,None
99.0,1,1,Success,None
99.0,1,2,Success,None
99.0,1,3,Success,None
99.0,1,4,Success,None
99.0,1,5,Success,None
99.0,1,6,Success,None
99.0,1,7,Success,None
99.0,1,8,Success,None
99.0,1,9,Success,None
99.0,1,10,Success,None
99.0,1,11,Success,None
99.0,1,12,Success,None
99.0,1,13,Success,None
99.0,1,14,Success,None
99.0,1,15,Success,None
99.0,1,16,Success,None
99.0,1,17,Success,None
99.0,1,18,Success,None
99.0,1,19,Success,None
99.0,1,20,Success,None
99.0,1,21,Success,None
99.0,1,22,Success,None
99.0,1,23,Success,None
99.0,1,24,Success,None
99.0,1,25,Success,None
99.0,1,26,Success,None
99.0,1,27,Success,None
99.0,1,28,Success,None
99.0,1,29,Success,None
99.0,1,30,Success,None
99.0,1,31,Success,None
99.0,1,32,Success,None
99.0,1,33,Success,None
99.0,1,34,Success,None
99.0,1,35,Success,None
99.0,1,36,Success,None
99.0,1,37,Success,None
99.0,1,38,Success,None
99.0,1,39,Success,None
99.0,1,40,Success,None
99.0,1,41,Success,None
99.0,1,42,Success,None
99.0,1,43,Success,None
99.0,1,44,Success,None
99.0,1,45,Success,None
99.0,1,46,Success,None
99.0,1,47,Success,None
99.0,1,48,Success,None
99.0,1,49,Success,None
100.0,1,0,Success,None
100.0,1,1,Success,None
100.0,1,2,Success,None
100.0,1,3,Success,None
100.0,1,4,Success,None
100.0,1,5,Success,None
100.0,1,6,Success,None
100.0,1,7,Success,None
100.0,1,8,Success,None
100.0,1,9,Success,None
100.0,1,10,Success,None
100.0,1,11,Success,None
100.0,1,12,Success,None
100.0,1,13,Success,None
100.0,1,14,Success,None
100.0,1,15,Success,None
100.0,1,16,Success,None
100.0,1,17,Success,None
100.0,1,18,Success,None
100.0,1,19,Success,None
100.0,1,20,Success,None
100.0,1,21,Success,None
100.0,1,22,Success,None
100.0,1,23,Success,None
100.0,1,24,Success,None
100.0,1,25,Success,None
100.0,1,26,Success,None
100.0,1,27,Success,None
100.0,1,28,Success,None
100.0,1,29,Success,None
100.0,1,30,Success,None
100.0,1,31,Success,None
100.0,1,32,Success,None
100.0,1,33,Success,None
100.0,1,34,Success,None
100.0,1,35,Success,None
100.0,1,36,Success,None
100.0,1,37,Success,None
100.0,1,38,Success,None
100.0,1,39,Success,None
100.0,1,40,Success,None
100.0,1,41,Success,None
100.0,1,42,Success,None
100.0,1,43,Success,None
100.0,1,44,Success,None
100.0,1,45,Success,None
100.0,1,46,Success,None
100.0,1,47,Success,None
100.0,1,48,Success,None
100.0,1,49,Success,None
101.0,1,0,Success,None
101.0,1,1,Success,None
101.0,1,2,Success,None
101.0,1,3,Success,None
101.0,1,4,Success,None
101.0,1,5,Success,None
101.0,1,6,Success,None
101.0,1,7,Success,None
101.0,1,8,Success,None
101.0,1,9,Success,None
101.0,1,10,Success,None
101.0,1,11,Success,None
101.0,1,12,Success,None
101.0,1,13,Success,None
101.0,1,14,Success,None
101.0,1,15,Success,None
101.0,1,16,Success,None
101.0,1,17,Success,None
101.0,1,18,Success,None
101.0,1,19,Success,None
101.0,1,20,Success,None
101.0,1,21,Success,None
101.0,1,22,Success,None
101.0,1,23,Success,None
101.0,1,24,Success,None
101.0,1,25,Success,None
101.0,1,26,Success,None
101.0,1,27,Success,None
101.0,1,28,Success,None
101.0,1,29,Success,None
101.0,1,30,Success,None
101.0,1,31,Success,None
101.0,1,32,Success,None
101.0,1,33,Success,None
101.0,1,34,Success,None
101.0,1,35,Success,None
101.0,1,36,Success,None
101.0,1,37,Success,None
101.0,1,38,Success,None
101.0,1,39,Success,None
101.0,1,40,Success,None
101.0,1,41,Success,None
101.0,1,42,Success,None
101.0,1,43,Success,None
101.0,1,44,Success,None
101.0,1,45,Success,None
101.0,1,46,Success,None
101.0,1,47,Success,None
101.0,1,48,Success,None
101.0,1,49,Success,None
102.0,1,0,Success,None
102.0,1,1,Success,None
102.0,1,2,Success,None
102.0,1,3,Success,None
102.0,1,4,Success,None
102.0,1,5,Success,None
102.0,1,6,Success,None
102.0,1,7,Success,None
102.0,1,8,Success,None
102.0,1,9,Success,None
102.0,1,10,Success,None
102.0,1,11,Success,None
102.0,1,12,Success,None
102.0,1,13,Success,None
102.0,1,14,Success,None
102.0,1,15,Success,None
102.0,1,16,Success,None
102.0,1,17,Success,None
102.0,1,18,Success,None
102.0,1,19,Success,None
102.0,1,20,Success,None
102.0,1,21,Success,None
102.0,1,22,Success,None
102.0,1,23,Success,None
102.0,1,24,Success,None
102.0,1,25,Success,None
102.0,1,26,Success,None
102.0,1,27,Success,None
102.0,1,28,Success,None
102.0,1,29,Success,None
102.0,1,30,Success,None
102.0,1,31,Success,None
102.0,1,32,Success,None
102.0,1,33,Success,None
102.0,1,34,Success,None
102.0,1,35,Success,None
102.0,1,36,Success,None
102.0,1,37,Success,None
102.0,1,38,Success,None
102.0,1,39,Success,None
102.0,1,40,Success,None
102.0,1,41,Success,None
102.0,1,42,Success,None
102.0,1,43,Success,None
102.0,1,44,Success,None
102.0,1,45,Success,None
102.0,1,46,Success,None
102.0,1,47,Success,None
102.0,1,48,Success,None
102.0,1,49,Success,None
103.0,1,0,Success,None
103.0,1,1,Success,None
103.0,1,2,Success,None
103.0,1,3,Success,None
103.0,1,4,Success,None
103.0,1,5,Success,None
103.0,1,6,Success,None
103.0,1,7,Success,None
103.0,1,8,Success,None
103.0,1,9,Success,None
103.0,1,10,Success,None
103.0,1,11,Success,None
103.0,1,12,Success,None
103.0,1,13,Success,None
103.0,1,14,Success,None
103.0,1,15,Success,None
103.0,1,16,Success,None
103.0,1,17,Success,None
103.0,1,18,Success,None
103.0,1,19,Success,None
103.0,1,20,Success,None
103.0,1,21,Success,None
103.0,1,22,Success,None
103.0,1,23,Success,None
103.0,1,24,Success,None
103.0,1,25,Success,None
103.0,1,26,Success,None
103.0,1,27,Success,None
103.0,1,28,Success,None
103.0,1,29,Success,None
103.0,1,30,Success,None
103.0,1,31,Success,None
103.0,1,32,Success,None
103.0,1,33,Success,None
103.0,1,34,Success,None
103.0,1,35,Success,None
103.0,1,36,Success,None
103.0,1,37,Success,None
103.0,1,38,Success,None
103.0,1,39,Success,None
103.0,1,40,Success,None
103.0,1,41,Success,None
103.0,1,42,Success,None
103.0,1,43,Success,None
103.0,1,44,Success,None
103.0,1,45,Success,None
103.0,1,46,Success,None
103.0,1,47,Success,None
103.0,1,48,Success,None
103.0,1,49,Success,None
104.0,1,0,Success,None
104.0,1,1,Success,None
104.0,1,2,Success,None
104.0,1,3,Success,None
104.0,1,4,Success,None
104.0,1,5,Success,None
104.0,1,6,Success,None
104.0,1,7,Success,None
104.0,1,8,Success,None
104.0,1,9,Success,None
104.0,1,10,Success,None
104.0,1,11,Success,None
104.0,1,12,Success,None
104.0,1,13,Success,None
104.0,1,14,Success,None
104.0,1,15,Success,None
104.0,1,16,Success,None
104.0,1,17,Success,None
104.0,1,18,Success,None
104.0,1,19,Success,None
104.0,1,20,Success,None
104.0,1,21,Success,None
104.0,1,22,Success,None
104.0,1,23,Success,None
104.0,1,24,Success,None
104.0,1,25,Success,None
104.0,1,26,Success,None
104.0,1,27,Success,None
104.0,1,28,Success,None
104.0,1,29,Success,None
104.0,1,30,Success,None
104.0,1,31,Success,None
104.0,1,32,Success,None
104.0,1,33,Success,None
104.0,1,34,Success,None
104.0,1,35,Success,None
104.0,1,36,Success,None
104.0,1,37,Success,None
104.0,1,38,Success,None
104.0,1,39,Success,None
104.0,1,40,Success,None
104.0,1,41,Success,None
104.0,1,42,Success,None
104.0,1,43,Success,None
104.0,1,44,Success,None
104.0,1,45,Success,None
104.0,1,46,Success,None
104.0,1,47,Success,None
104.0,1,48,Success,None
104.0,1,49,Success,None
105.0,1,0,Success,None
105.0,1,1,Success,None
105.0,1,2,Success,None
105.0,1,3,Success,None
105.0,1,4,Success,None
105.0,1,5,Success,None
105.0,1,6,Success,None
105.0,1,7,Success,None
105.0,1,8,Success,None
105.0,1,9,Success,None
105.0,1,10,Success,None
105.0,1,11,Success,None
105.0,1,12,Success,None
105.0,1,13,Success,None
105.0,1,14,Success,None
105.0,1,15,Success,None
105.0,1,16,Success,None
105.0,1,17,Success,None
105.0,1,18,Success,None
105.0,1,19,Success,None
105.0,1,20,Success,None
105.0,1,21,Success,None
105.0,1,22,Success,None
105.0,1,23,Success,None
105.0,1,24,Success,None
105.0,1,25,Success,None
105.0,1,26,Success,None
105.0,1,27,Success,None
105.0,1,28,Success,None
105.0,1,29,Success,None
105.0,1,30,Success,None
105.0,1,31,Success,None
105.0,1,32,Success,None
105.0,1,33,Success,None
105.0,1,34,Success,None
105.0,1,35,Success,None
105.0,1,36,Success,None
105.0,1,37,Success,None
105.0,1,38,Success,None
105.0,1,39,Success,None
105.0,1,40,Success,None
105.0,1,41,Success,None
105.0,1,42,Success,None
105.0,1,43,Success,None
105.0,1,44,Success,None
105.0,1,45,Success,None
105.0,1,46,Success,None
105.0,1,47,Success,None
105.0,1,48,Success,None
105.0,1,49,Success,None
106.0,1,0,Success,None
106.0,1,1,Success,None
106.0,1,2,Success,None
106.0,1,3,Success,None
106.0,1,4,Success,None
106.0,1,5,Success,None
106.0,1,6,Success,None
106.0,1,7,Success,None
106.0,1,8,Success,None
106.0,1,9,Success,None
106.0,1,10,Success,None
106.0,1,11,Success,None
106.0,1,12,Success,None
106.0,1,13,Success,None
106.0,1,14,Success,None
106.0,1,15,Success,None
106.0,1,16,Success,None
106.0,1,17,Success,None
106.0,1,18,Success,None
106.0,1,19,Success,None
106.0,1,20,Success,None
106.0,1,21,Success,None
106.0,1,22,Success,None
106.0,1,23,Success,None
106.0,1,24,Success,None
106.0,1,25,Success,None
106.0,1,26,Success,None
106.0,1,27,Success,None
106.0,1,28,Success,None
106.0,1,29,Success,None
106.0,1,30,Success,None
106.0,1,31,Success,None
106.0,1,32,Success,None
106.0,1,33,Success,None
106.0,1,34,Success,None
106.0,1,35,Success,None
106.0,1,36,Success,None
106.0,1,37,Success,None
106.0,1,38,Success,None
106.0,1,39,Success,None
106.0,1,40,Success,None
106.0,1,41,Success,None
106.0,1,42,Success,None
106.0,1,43,Success,None
106.0,1,44,Success,None
106.0,1,45,Success,None
106.0,1,46,Success,None
106.0,1,47,Success,None
106.0,1,48,Success,None
106.0,1,49,Success,None
107.0,1,0,Success,None
107.0,1,1,Success,None
107.0,1,2,Success,None
107.0,1,3,System Hang,Type C
107.0,1,4,Success,None
107.0,1,5,Success,None
107.0,1,6,Success,None
107.0,1,7,Success,None
107.0,1,8,Success,None
107.0,1,9,Success,None
107.0,1,10,System Hang,Type C
107.0,1,11,Success,None
107.0,1,12,Success,None
107.0,1,13,Success,None
107.0,1,14,Success,None
107.0,1,15,Success,None
107.0,1,16,Success,None
107.0,1,17,Success,None
107.0,1,18,System Hang,Type C
107.0,1,19,Success,None
107.0,1,20,Success,None
107.0,1,21,Success,None
107.0,1,22,Success,None
107.0,1,23,Success,None
107.0,1,24,System Hang,Type C
107.0,1,25,Success,None
107.0,1,26,System Hang,Type C
107.0,1,27,Success,None
107.0,1,28,Success,None
107.0,1,29,Success,None
107.0,1,30,System Hang,Type C
107.0,1,31,System Hang,Type C
107.0,1,32,Success,None
107.0,1,33,System Hang,Type C
107.0,1,34,Success,None
107.0,1,35,Success,None
107.0,1,36,Success,None
107.0,1,37,Success,None
107.0,1,38,Success,None
107.0,1,39,Success,None
107.0,1,40,Success,None
107.0,1,41,System Hang,Type C
107.0,1,42,Success,None
107.0,1,43,Success,None
107.0,1,44,Success,None
107.0,1,45,Success,None
107.0,1,46,Success,None
107.0,1,47,System Hang,Type C
107.0,1,48,Success,None
107.0,1,49,Success,None
108.0,1,0,System Hang,Type C
108.0,1,1,System Hang,Type C
108.0,1,2,System Hang,Type C
108.0,1,3,System Hang,Type C
108.0,1,4,System Hang,Type C
108.0,1,5,System Hang,Type C
108.0,1,6,System Hang,Type C
108.0,1,7,System Hang,Type C
108.0,1,8,System Hang,Type C
108.0,1,9,System Hang,Type C
108.0,1,10,System Hang,Type C
108.0,1,11,System Hang,Type C
108.0,1,12,System Hang,Type C
108.0,1,13,System Hang,Type C
108.0,1,14,System Hang,Type C
108.0,1,15,System Hang,Type C
108.0,1,16,System Hang,Type C
108.0,1,17,System Hang,Type C
108.0,1,18,System Hang,Type C
108.0,1,19,System Hang,Type C
108.0,1,20,System Hang,Type C
108.0,1,21,System Hang,Type C
108.0,1,22,System Hang,Type C
108.0,1,23,System Hang,Type C
108.0,1,24,System Hang,Type C
108.0,1,25,System Hang,Type C
108.0,1,26,System Hang,Type C
108.0,1,27,System Hang,Type C
108.0,1,28,System Hang,Type C
108.0,1,29,System Hang,Type C
108.0,1,30,System Hang,Type C
108.0,1,31,System Hang,Type C
108.0,1,32,System Hang,Type C
108.0,1,33,System Hang,Type C
108.0,1,34,System Hang,Type C
108.0,1,35,System Hang,Type C
108.0,1,36,System Hang,Type C
108.0,1,37,System Hang,Type C
108.0,1,38,System Hang,Type C
108.0,1,39,System Hang,Type C
108.0,1,40,System Hang,Type C
108.0,1,41,System Hang,Type C
108.0,1,42,System Hang,Type C
108.0,1,43,System Hang,Type C
108.0,1,44,System Hang,Type C
108.0,1,45,System Hang,Type C
108.0,1,46,System Hang,Type C
108.0,1,47,System Hang,Type C
108.0,1,48,System Hang,Type C
108.0,1,49,System Hang,Type C
109.0,1,0,System Hang,Type C
109.0,1,1,System Hang,Type C
109.0,1,2,System Hang,Type C
109.0,1,3,System Hang,Type C
109.0,1,4,System Hang,Type C
109.0,1,5,System Hang,Type C
109.0,1,6,System Hang,Type C
109.0,1,7,System Hang,Type C
109.0,1,8,System Hang,Type C
109.0,1,9,System Hang,Type C
109.0,1,10,System Hang,Type C
109.0,1,11,System Hang,Type C
109.0,1,12,System Hang,Type C
109.0,1,13,System Hang,Type C
109.0,1,14,System Hang,Type C
109.0,1,15,System Hang,Type C
109.0,1,16,System Hang,Type C
109.0,1,17,System Hang,Type C
109.0,1,18,System Hang,Type C
109.0,1,19,System Hang,Type C
109.0,1,20,System Hang,Type C
109.0,1,21,System Hang,Type C
109.0,1,22,System Hang,Type C
109.0,1,23,System Hang,Type C
109.0,1,24,System Hang,Type C
109.0,1,25,System Hang,Type C
109.0,1,26,System Hang,Type C
109.0,1,27,System Hang,Type C
109.0,1,28,System Hang,Type C
109.0,1,29,System Hang,Type C
109.0,1,30,System Hang,Type C
109.0,1,31,System Hang,Type C
109.0,1,32,System Hang,Type C
109.0,1,33,System Hang,Type C
109.0,1,34,System Hang,Type C
109.0,1,35,System Hang,Type C
109.0,1,36,System Hang,Type C
109.0,1,37,System Hang,Type C
109.0,1,38,System Hang,Type C
109.0,1,39,System Hang,Type C
109.0,1,40,System Hang,Type C
109.0,1,41,System Hang,Type C
109.0,1,42,System Hang,Type C
109.0,1,43,System Hang,Type C
109.0,1,44,System Hang,Type C
109.0,1,45,System Hang,Type C
109.0,1,46,System Hang,Type C
109.0,1,47,System Hang,Type C
109.0,1,48,System Hang,Type C
109.0,1,49,System Hang,Type C
111.0,1,0,System Hang,Type C
111.0,1,1,System Hang,Type C
111.0,1,2,System Hang,Type C
111.0,1,3,System Hang,Type C
111.0,1,4,System Hang,Type C
111.0,1,5,System Hang,Type C
111.0,1,6,System Hang,Type C
111.0,1,7,System Hang,Type C
111.0,1,8,System Hang,Type C
111.0,1,9,System Hang,Type C
111.0,1,10,System Hang,Type C
111.0,1,11,System Hang,Type C
111.0,1,12,System Hang,Type C
111.0,1,13,System Hang,Type C
111.0,1,14,System Hang,Type C
111.0,1,15,System Hang,Type C
111.0,1,16,System Hang,Type C
111.0,1,17,System Hang,Type C
111.0,1,18,System Hang,Type C
111.0,1,19,System Hang,Type C
111.0,1,20,System Hang,Type C
111.0,1,21,System Hang,Type C
111.0,1,22,System Hang,Type C
111.0,1,23,System Hang,Type C
111.0,1,24,System Hang,Type C
111.0,1,25,System Hang,Type C
111.0,1,26,System Hang,Type C
111.0,1,27,System Hang,Type C
111.0,1,28,System Hang,Type C
111.0,1,29,System Hang,Type C
111.0,1,30,System Hang,Type C
111.0,1,31,System Hang,Type C
111.0,1,32,System Hang,Type C
111.0,1,33,System Hang,Type C
111.0,1,34,System Hang,Type C
111.0,1,35,System Hang,Type C
111.0,1,36,System Hang,Type C
111.0,1,37,System Hang,Type C
111.0,1,38,System Hang,Type C
111.0,1,39,System Hang,Type C
111.0,1,40,System Hang,Type C
111.0,1,41,System Hang,Type C
111.0,1,42,System Hang,Type C
111.0,1,43,System Hang,Type C
111.0,1,44,System Hang,Type C
111.0,1,45,System Hang,Type C
111.0,1,46,System Hang,Type C
111.0,1,47,System Hang,Type C
111.0,1,48,System Hang,Type C
111.0,1,49,System Hang,Type C
113.0,1,0,System Hang,Type C
113.0,1,1,System Hang,Type C
113.0,1,2,System Hang,Type C
113.0,1,3,System Hang,Type C
113.0,1,4,System Hang,Type C
113.0,1,5,System Hang,Type C
113.0,1,6,System Hang,Type C
113.0,1,7,System Hang,Type C
113.0,1,8,System Hang,Type C
113.0,1,9,System Hang,Type C
113.0,1,10,System Hang,Type C
113.0,1,11,System Hang,Type C
113.0,1,12,System Hang,Type C
113.0,1,13,System Hang,Type C
113.0,1,14,System Hang,Type C
113.0,1,15,System Hang,Type C
113.0,1,16,System Hang,Type C
113.0,1,17,System Hang,Type C
113.0,1,18,System Hang,Type C
113.0,1,19,System Hang,Type C
113.0,1,20,System Hang,Type C
113.0,1,21,System Hang,Type C
113.0,1,22,System Hang,Type C
113.0,1,23,System Hang,Type C
113.0,1,24,System Hang,Type C
113.0,1,25,System Hang,Type C
113.0,1,26,System Hang,Type C
113.0,1,27,System Hang,Type C
113.0,1,28,System Hang,Type C
113.0,1,29,System Hang,Type C
113.0,1,30,System Hang,Type C
113.0,1,31,System Hang,Type C
113.0,1,32,System Hang,Type C
113.0,1,33,System Hang,Type C
113.0,1,34,System Hang,Type C
113.0,1,35,System Hang,Type C
113.0,1,36,System Hang,Type C
113.0,1,37,System Hang,Type C
113.0,1,38,System Hang,Type C
113.0,1,39,System Hang,Type C
113.0,1,40,System Hang,Type C
113.0,1,41,System Hang,Type C
113.0,1,42,System Hang,Type C
113.0,1,43,System Hang,Type C
113.0,1,44,System Hang,Type C
113.0,1,45,System Hang,Type C
113.0,1,46,System Hang,Type C
113.0,1,47,System Hang,Type C
113.0,1,48,System Hang,Type C
113.0,1,49,System Hang,Type C
115.0,1,0,System Hang,Type C
115.0,1,1,System Hang,Type C
115.0,1,2,System Hang,Type C
115.0,1,3,System Hang,Type C
115.0,1,4,System Hang,Type C
115.0,1,5,System Hang,Type C
115.0,1,6,System Hang,Type C
115.0,1,7,System Hang,Type C
115.0,1,8,System Hang,Type C
115.0,1,9,System Hang,Type C
115.0,1,10,System Hang,Type C
115.0,1,11,System Hang,Type C
115.0,1,12,System Hang,Type C
115.0,1,13,System Hang,Type C
115.0,1,14,System Hang,Type C
115.0,1,15,System Hang,Type C
115.0,1,16,System Hang,Type C
115.0,1,17,System Hang,Type C
115.0,1,18,System Hang,Type C
115.0,1,19,System Hang,Type C
115.0,1,20,System Hang,Type C
115.0,1,21,System Hang,Type C
115.0,1,22,System Hang,Type C
115.0,1,23,System Hang,Type C
115.0,1,24,System Hang,Type C
115.0,1,25,System Hang,Type C
115.0,1,26,System Hang,Type C
115.0,1,27,System Hang,Type C
115.0,1,28,System Hang,Type C
115.0,1,29,System Hang,Type C
115.0,1,30,System Hang,Type C
115.0,1,31,System Hang,Type C
115.0,1,32,System Hang,Type C
115.0,1,33,System Hang,Type C
115.0,1,34,System Hang,Type C
115.0,1,35,System Hang,Type C
115.0,1,36,System Hang,Type C
115.0,1,37,System Hang,Type C
115.0,1,38,System Hang,Type C
115.0,1,39,System Hang,Type C
115.0,1,40,System Hang,Type C
115.0,1,41,System Hang,Type C
115.0,1,42,System Hang,Type C
115.0,1,43,System Hang,Type C
115.0,1,44,System Hang,Type C
115.0,1,45,System Hang,Type C
115.0,1,46,System Hang,Type C
115.0,1,47,System Hang,Type C
115.0,1,48,System Hang,Type C
115.0,1,49,System Hang,Type C
142.0,1,0,System Hang,Type C
142.0,1,1,Hard Fault,Type B
142.0,1,2,System Hang,Type C
142.0,1,3,Hard Fault,Type B
142.0,1,4,System Hang,Type C
142.0,1,5,System Hang,Type C
142.0,1,6,Hard Fault,Type B
142.0,1,7,System Hang,Type C
142.0,1,8,Hard Fault,Type B
142.0,1,9,System Hang,Type C
142.0,1,10,Hard Fault,Type B
142.0,1,11,Hard Fault,Type B
142.0,1,12,Hard Fault,Type B
